Date,Carbohydrates,Fiber,Protein,Fat
7/9/2023,90,22.5,0,0
7/9/2023,2937.06,226.8,113.4,45.36
8/9/2023,61.6,0,0,0
8/9/2023,66.528,19.872,21.888,19.296
8/9/2023,5.168,0,1.768,0.952
8/9/2023,5.16,2.2,1.92,3.2
8/9/2023,17622,0,440,88
9/9/2023,173.55,1.95,1.95,17.55
9/9/2023,100.1,0,15.54,6.3
9/9/2023,0,0,0,837.5
9/9/2023,72,0,9,36
9/9/2023,579.6,0,928.8,1771.2
9/9/2023,375,6,28.5,90
9/9/2023,1127.28,0,102.48,388.08
9/9/2023,754.875,0,68.625,259.875
9/9/2023,1180.96,0,107.36,406.56
9/9/2023,990,41.8,165,27.5
9/9/2023,4110,0,1867.5,101.25
9/9/2023,299,0,8.5,53
12/9/2023,271.58,0,15.17,0
12/9/2023,22,0,0,0
12/9/2023,93,0,0,0
14/9/2023,63.945,0,0.343,0
14/9/2023,2718,0,198,1395
14/9/2023,940.8,0,48,0
14/9/2023,76.8,15.36,0,0
14/9/2023,290,0,10,30
14/9/2023,25056,0,864,2592
14/9/2023,50112,0,1728,5184
14/9/2023,696,0,24,72
14/9/2023,2784,0,96,288
14/9/2023,368.51,8.6,21.5,13.33
15/9/2023,263.52,0,21.6,108
15/9/2023,102.56,6.88,23.04,19.2
15/9/2023,160,0,16,8
19/9/2023,1360.8,0,45.36,0
19/9/2023,17.6,0,0,0
19/9/2023,101.4,5.1,5.1,0
19/9/2023,16.2,5.4,0,0
21/9/2023,34734.7,0,2402.4,9509.5
21/9/2023,1443.05,112.7,242.55,634.55
22/9/2023,7720,0,710,290
22/9/2023,274.144,12.48,33.696,97.76
